,USI,Gini,Average_Trust,S_R,S_I,S_O,Total_Demand,Total_Supply
0,0.6276437756370288,0.4704460941082784,0.9278830021055495,0.053138194550844245,0.5295539058917216,1.0,413.0430278921248,500
1,0.5903955920349888,0.45742168906297365,0.7858786936448107,0.03312536355811814,0.5425783109370264,1.0,666.797933104673,500
2,0.6115003994000907,0.4552162594565432,0.8673478978975473,0.03421669568685096,0.5447837405434568,0.9996532634725079,563.3158832986385,500
3,0.5981371557253984,0.45635686757013594,0.8154739567232512,0.03366408506377303,0.5436431324298641,0.9997674486847051,622.9068369390094,500
4,0.6062495918975745,0.45566635800718136,0.846865936726162,0.03399891115064896,0.5443336419928186,0.9997998777206688,585.0450512515679,500
5,0.6011969653364851,0.4560923582313141,0.8272526752910774,0.0337877202413299,0.5439076417686859,0.9998398240448473,607.9683510720654,500
6,0.6043271278845107,0.4558307852636816,0.8392744830627921,0.033916266082822284,0.5441692147363184,0.9999485476561102,593.6503889391074,500
7,0.6024098456715694,0.4559928373099953,0.8318166653376464,0.0338362052909746,0.5440071626900047,0.999979349367652,602.4280011924542,500
8,0.6035985744323626,0.4558927743824326,0.836409317219259,0.03388538120293164,0.5441072256175674,0.9999923736896927,596.983347373042,500
9,0.6028663554438068,0.45595468423342345,0.8335681398557813,0.033854912264491596,0.5440453157665766,0.9999970538883779,600.3364833956757,500
10,0.6033192478309677,0.4559164298603875,0.8353208637356252,0.033873690320353186,0.5440835701396125,0.9999988671282798,598.262201460509,500
11,0.6030398227885989,0.45594008875805225,0.8342377257933115,0.03386207908729882,0.5440599112419477,0.9999995750318375,599.5418600136263,500
12,0.6032124881001482,0.4559254881508361,0.8349063597549367,0.03386924419698026,0.5440745118491639,0.9999998365995115,598.7510767922771,500
13,0.603105894239419,0.4559345086153548,0.8344933304088407,0.033864817153530305,0.5440654913846452,0.9999999380106596,599.239241492859,500
14,0.6031717380134296,0.45592893759707676,0.8347483630380055,0.03386755032982259,0.5440710624029232,0.9999999762829673,598.937693659452,500
15,0.6031310808153371,0.4559323784312763,0.8345908486135711,0.03386586210679308,0.5440676215687237,0.9999999909722604,599.1238906588973,500
16,0.6031561915899348,0.45593025298843637,0.8346881182190183,0.03386690457640276,0.5440697470115636,0.9999999965527544,599.0088910787034,500
17,0.6031406848524148,0.4559315657172376,0.8346280457019851,0.03386626073867585,0.5440684342827624,0.9999999986862358,599.0799066686794,500
18,0.6031502615764358,0.4559307550712859,0.834665143545121,0.033866658333196985,0.5440692449287141,0.9999999994987112,599.0360483487842,500
19,0.6031443474428047,0.4559312557167383,0.8346422328929028,0.03386641278618445,0.5440687442832617,0.9999999998088696,599.063133112984,500
20,0.603147999849313,0.45593094654280475,0.8346563815880256,0.03386656442493976,0.5440690534571953,0.9999999999270917,599.0464062805971,500
21,0.603145744267678,0.45593113748055836,0.8346476438018784,0.03386647077719552,0.5440688625194416,0.9999999999721967,599.0567361000531,500
22,0.603147137242481,0.4559310195651243,0.8346530399352478,0.03386652861040518,0.5440689804348757,0.9999999999893956,599.0503567314285,500
23,0.6031462769924097,0.4559310923859725,0.834649707465157,0.03386649289449873,0.5440689076140275,0.9999999999959557,599.0542963937252,500
24,0.6031468082537133,0.45593104741451507,0.8346517654795693,0.03386651495134095,0.5440689525854849,0.9999999999984575,599.051863391197,500
25,0.6031464801656659,0.4559310751873731,0.8346504945208387,0.033866501329786296,0.5440689248126269,0.9999999999994118,599.0533659266387,500
26,0.6031466827815085,0.45593105803584955,0.8346512794201333,0.0338665097419745,0.5440689419641505,0.9999999999997757,599.052438012582,500
27,0.603146557653101,0.45593106862803867,0.8346507946936299,0.033866504546898275,0.5440689313719613,0.9999999999999145,599.0530110595887,500
28,0.6031466349280503,0.45593106208667544,0.8346510940437147,0.033866507755194585,0.5440689379133246,0.9999999999999674,599.0526571656918,500
29,0.6031465872057511,0.45593106612639445,0.8346509091755485,0.03386650577386255,0.5440689338736056,0.9999999999999876,599.0528757181497,500
30,0.6031466166773772,0.45593106363160607,0.8346510233436559,0.03386650699746377,0.5440689363683939,0.9999999999999953,599.0527407477783,500
31,0.6031465984767324,0.45593106517230053,0.8346509528374214,0.033866506241810375,0.5440689348276995,0.9999999999999982,599.0528241007548,500
32,0.6031466097168148,0.4559310642208212,0.8346509963796055,0.033866506708475484,0.5440689357791788,0.9999999999999993,599.0527726248691,500
33,0.6031466027753332,0.4559310648084218,0.8346509694894749,0.033866506420279406,0.5440689351915782,0.9999999999999998,599.0528044145751,500
34,0.6031466070621494,0.45593106444554055,0.834650986095879,0.033866506598259224,0.5440689355544595,1.0,599.0527847823641,500
35,0.6031466044147616,0.45593106466964306,0.8346509758403444,0.033866506488345105,0.5440689353303569,1.0,599.0527969065312,500
36,0.6031466060496958,0.45593106453124466,0.8346509821738038,0.03386650655622422,0.5440689354687553,1.0,599.0527894190697,500
37,0.6031466050400176,0.4559310646167145,0.8346509782624807,0.03386650651430448,0.5440689353832855,1.0,599.0527940430641,500
38,0.6031466056635597,0.45593106456393073,0.8346509806779772,0.033866506540192624,0.5440689354360693,1.0,599.0527911874467,500
39,0.603146605278482,0.455931064596528,0.8346509791862509,0.03386650652420502,0.544068935403472,1.0,599.0527929509758,500
40,0.6031466055162925,0.45593106457639765,0.8346509801074892,0.03386650653407841,0.5440689354236024,1.0,599.0527918618822,500
41,0.603146605369429,0.4559310645888297,0.8346509795385646,0.03386650652798094,0.5440689354111703,1.0,599.0527925344687,500
42,0.6031466054601267,0.4559310645811523,0.8346509798899124,0.033866506531746526,0.5440689354188477,1.0,599.0527921191027,500
43,0.603146605404115,0.45593106458589316,0.8346509796729322,0.03386650652942103,0.5440689354141068,1.0,599.052792375618,500
44,0.6031466054387059,0.4559310645829653,0.8346509798069316,0.03386650653085719,0.5440689354170347,1.0,599.0527922172029,500
45,0.6031466054173438,0.4559310645847734,0.8346509797241783,0.03386650652997027,0.5440689354152266,1.0,599.0527923150345,500
46,0.603146605430536,0.45593106458365784,0.8346509797752839,0.03386650653051798,0.5440689354163422,1.0,599.0527922546173,500
47,0.603146605422389,0.45593106458434685,0.8346509797437229,0.03386650653017971,0.5440689354156532,1.0,599.0527922919288,500
48,0.6031466054274204,0.45593106458392096,0.8346509797632138,0.03386650653038864,0.544068935416079,1.0,599.0527922688866,500
49,0.6031466054243131,0.4559310645841841,0.834650979751177,0.03386650653025963,0.5440689354158159,1.0,599.0527922831166,500
