,USI,Gini,Average_Trust,S_R,S_I,S_O,Total_Demand,Total_Supply
0,0.5408785352918354,0.5256783671338696,0.6634174814058414,0.025775026895369785,0.4743216328661304,1.0,730.7225879549543,500
1,0.5516015698728463,0.4692896372913482,0.6406568173318179,0.03503909945091548,0.5307103627086518,1.0,788.4104729527133,500
2,0.5549460380303073,0.46890133782018495,0.6535867947315908,0.03512744025117864,0.531098662179815,0.9999712549586447,761.2395385211039,500
3,0.5528268090580261,0.46921705943364667,0.6454705568962059,0.03508974453654744,0.5307829405663533,0.9999639942329975,777.0420854606908,500
4,0.5541425042665876,0.4690371994665141,0.6505171100395599,0.0351196566925438,0.5309628005334859,0.9999704498007608,767.148575968782,500
5,0.553322091993973,0.46914735603309676,0.6473603055661052,0.03510172107506143,0.5308526439669032,0.999973697367822,773.2987887562858,500
6,0.5538401218462542,0.4690784572776985,0.6493273021899597,0.035112943537315665,0.5309215427223015,0.99999869893544,769.4517985304889,500
7,0.5535206447145881,0.46912150163520017,0.6480986442179889,0.035105957598392155,0.5308784983647998,0.9999994786771713,771.8489479658801,500
8,0.553720100046986,0.46909464840857873,0.6488649275376952,0.035110322884157684,0.5309053515914213,0.9999997981746699,770.3516460869483,500
9,0.5535956644590875,0.46911142075543877,0.6483865556734452,0.03510760100185253,0.5308885792445612,0.9999999219164911,771.2854932422155,500
10,0.5536733304670832,0.46910095981976196,0.6486850123559391,0.035109300458367076,0.530899040180238,0.9999999688737887,770.7025221665048,500
11,0.5536248683539805,0.4691074901522856,0.6484987351645733,0.03510824026269805,0.5308925098477144,0.9999999881409362,771.0662410352278,500
12,0.5536551129116916,0.4691034158043068,0.648614970067743,0.03510890200573174,0.5308965841956932,0.9999999953775986,770.8392324718226,500
13,0.5536362396940491,0.4691059587203532,0.6485424301955178,0.03510848910015963,0.5308940412796468,0.9999999982008723,770.9808836994517,500
14,0.5536480177218064,0.46910437195874644,0.6485876967548347,0.035108746792008254,0.5308956280412536,0.9999999992991293,770.8924821645354,500
15,0.5536406678160604,0.46910536222088006,0.6485594477694369,0.035108585988569224,0.5308946377791199,0.9999999997271156,770.9476468291404,500
16,0.5536452545319422,0.46910474427284465,0.6485770761666875,0.0351086863402105,0.5308952557271553,0.9999999998937157,770.9132208696802,500
17,0.5536423922321303,0.46910512990802555,0.6485660751604684,0.03510862371746584,0.5308948700919744,0.9999999999586129,770.934703933242,500
18,0.5536441784426369,0.4691048892573719,0.6485729402466984,0.03510866279733946,0.5308951107426281,0.9999999999838818,770.9212974250181,500
19,0.5536430637695533,0.4691050394353877,0.6485686561099562,0.03510863840992161,0.5308949605646123,0.9999999999937232,770.9296636461173,500
20,0.5536437593767043,0.46910494571801387,0.6485713295984376,0.03510865362883761,0.5308950542819861,0.9999999999975555,770.9244427311459,500
21,0.5536433252869528,0.46910500420204926,0.6485696612192356,0.035108644131576994,0.5308949957979507,0.9999999999990481,770.9277008103775,500
22,0.5536435961786345,0.4691049677054513,0.6485707023620545,0.03510865005830544,0.5308950322945487,0.9999999999996292,770.925667619868,500
23,0.5536434271301016,0.46910499048099785,0.6485700526417844,0.03510864635976452,0.5308950095190021,0.9999999999998557,770.9269364211989,500
24,0.5536435326240126,0.4691049762680426,0.6485704580963269,0.035108648667822005,0.5308950237319574,0.9999999999999438,770.9261446317197,500
25,0.5536434667910768,0.46910498513756993,0.6485702050744078,0.035108647227490936,0.5308950148624301,0.999999999999978,770.9266387438149,500
26,0.5536435078737929,0.4691049796025879,0.6485703629714454,0.03510864812632256,0.5308950203974121,0.9999999999999916,770.9263303955865,500
27,0.5536434822363319,0.46910498305666604,0.6485702644365853,0.03510864756541131,0.530895016943334,0.9999999999999967,770.9265228187259,500
28,0.5536434982352612,0.46910498090116604,0.6485703259267668,0.03510864791544517,0.530895019098834,0.9999999999999987,770.926402738024,500
29,0.5536434882512099,0.46910498224629493,0.6485702875541267,0.035108647697008305,0.5308950177537051,0.9999999999999996,770.9264776737796,500
30,0.5536434944817068,0.4691049814068746,0.6485703115003794,0.03510864783332276,0.5308950185931254,0.9999999999999998,770.9264309104967,500
31,0.5536434905935965,0.4691049819307107,0.6485702965568406,0.035108647748256415,0.5308950180692893,1.0,770.9264600928877,500
32,0.5536434930199523,0.4691049816038133,0.6485703058822808,0.03510864780134163,0.5308950183961867,1.0,770.9264418817625,500
33,0.5536434915057974,0.46910498180781146,0.6485703000627868,0.03510864776821407,0.5308950181921885,1.0,770.926453246324,500
34,0.553643492450698,0.46910498168050796,0.6485703036944127,0.035108647788887164,0.530895018319492,1.0,770.9264461543265,500
